City Name,Population 2018 (in lakh),Year,Average No. of daily trips,Average No. of passengers (day-to-day basis),Average Trip length in km (daily),Average cost per km (daily),Revenue per km
Bhubneshwar,9.29,2018-19,1780,68000,36000,NA,25
